Year,Make,Model,Condition,Price,SellerName,SellerRating,StreetName,State,ExteriorColor,MinMPG,MaxMPG,FuelType,Mileage
2019,Subaru,Forester Premium,Used,28250,AutoFair Subaru,4.6,503 North Broadway Haverhill,MA,Sepia Bronze Metallic,26,33,Gasoline,30157
2020,Honda,Civic LX,Used,23998,HGreg Nissan Puente Hills,4.6,17320 Gale Ave. City of Industry,CA,Modern Steel Metallic,30,38,Gasoline,19587
2021,Tesla,Model Y Long Range,Used,65869,Tracy Volkswagen,3.5,2605 Auto Plaza Way Tracy,CA,Pearl White Multi,131,117,Electric,57476
2018,Tesla,Model S 100D,Used,69950,Shift Bay Area,3.5,2000 Maritime St #100 Oakland,CA,Silver,101,102,Electric,32509
2019,Subaru,Forester Premium,Subaru Certified,30873,Mike Shaw Subaru,4.8,1650 W 104th Ave Thornton,CO,Crystal White Pearl,26,33,Gasoline,39346
2021,Subaru,Forester Sport,Used,34998,Walser Subaru St. Paul,3.9,740 Concord St. S St. Paul,MN,Crystal White Pearl,26,33,Gasoline,13106
2016,Mercedes-Benz,CLA-Class CLA 250,Used,23000,Champion Hargreaves Chevrolet,4.2,2000 E Twelve Mile Rd Royal Oak,MI,Cirrus White,26,38,Gasoline,63237
2018,Honda,Civic EX,Used,24471,Ken Ganley Kia Medina,4.3,2925 Medina Rd Medina,OH,Aegean Blue Metallic,31,40,Gasoline,12150
2019,Honda,CR-V EX-L,Used,30989,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Platinum White Pearl,28,34,Gasoline,34225
2019,Honda,CR-V EX-L,Used,31588,Ourisman Lexus,3.7,15501 FREDERICK ROAD Rockville,MD,Crystal Black Pearl,27,33,Gasoline,25210
2021,Tesla,Model Y Long Range,Used,71995,J & S Autohaus,4.3,1723 N. Olden Ave. Ewing,NJ,White,131,117,Electric,19296
2019,Honda,CR-V EX,Used,31330,Avalon Honda,4.9,100 Avalon Blvd Cape May Courthouse,NJ,Modern Steel Metallic,27,33,Gasoline,12540
2020,Hyundai,Elantra SE,Used,19868,Lynnes Hyundai,4.5,401 Bloomfield Ave Bloomfield,NJ,Phantom Black,30,40,Gasoline,17645
2019,Honda,CR-V EX-L,Used,30106,Honda of New Rochelle,4.8,25 E. Main Street New Rochelle,NY,Gunmetal Metallic,27,33,Gasoline,36101
2019,BMW,330 i,BMW Certified,43995,BMW of Honolulu,4.5,777 Kapiolani Blvd Honolulu,HI,Alpine White,26,36,Gasoline,20238
2019,Subaru,Crosstrek 2.0i Premium,Used,30987,North End Subaru,4.9,757 Chase Rd Lunenburg,MA,Crystal White Pearl,27,33,Gasoline,11459
2019,Honda,CR-V EX-L,Used,28888,Herb Connolly Hyundai,4.6,520 Worcester Rd Framingham,MA,Black,27,33,Gasoline,36920
2021,Toyota,RAV4 LE,Toyota Certified,33288,Longo Toyota,4.8,3534 Peck Rd El Monte,CA,Black,27,35,Gasoline,15555
2018,Hyundai,Kona Limited,Used,23995,AutoNation Toyota Irvine,4.4,9101 Research Dr Irvine,CA,Lime Twist,28,32,Gasoline,39498
2017,Kia,Soul Base,Used,18504,Larry H. Miller Volkswagen Avondale,4.5,10205 W. Papago Freeway Avondale,AZ,Bright Silver,25,30,Gasoline,14918
2019,BMW,330 i xDrive,Used,36639,EchoPark Automotive Salt Lake City Delivery Center,3,3638 South State St Salt Lake City,UT,White,25,34,Gasoline,37776
2019,Honda,Accord Sport,Used,25998,AutoNation Honda Lewisville,4.5,601 Waters Ridge Dr Lewisville,TX,White,29,35,Gasoline,83729
2021,Subaru,Crosstrek Sport,Subaru Certified,33986,Brandon Tomes Subaru,4.5,1100 S Central Expy McKinney,TX,Crystal Black Silica,27,34,Gasoline,18900
2020,Honda,CR-V EX-L,Used,34599,Walser Honda,4.7,14800 Buck Hill Rd Burnsville,MN,Gray,27,32,Gasoline,13599
2019,Toyota,RAV4 XLE,Toyota Certified,30999,Oakbrook Toyota in Westmont,4.7,550 E Ogden Ave Westmont,IL,Magnetic Gray Metallic,25,33,Gasoline,55328
2021,Toyota,RAV4 LE,Used,34993,Nashville Toyota North,4.4,2400 Gallatin Pike N Nashville,TN,Midnight Black Metallic,27,34,Gasoline,12229
2020,Toyota,RAV4 LE,Used,34734,Nashville Toyota North,4.4,2400 Gallatin Pike N Nashville,TN,Midnight Black Metallic,27,35,Gasoline,21256
2019,Honda,CR-V EX,Used,28500,Napleton Hyundai of Carmel,4.2,4200 E 96th St Indianapolis,IN,Orange,27,33,Gasoline,19501
2019,Honda,CR-V EX-L,Honda Certified,31495,Page Honda of Bloomfield,4.6,1819 S Telegraph Rd Bloomfield Hills,MI,Gunmetal Metallic,27,33,Gasoline,20580
2021,Mazda,CX-5 Touring,Used,29292,Sport Mazda South,4.9,9786 S Orange Blossom Trail Orlando,FL,Sonic Silver Metallic,25,31,Gasoline,11411
2020,Toyota,RAV4 LE,Used,32998,CarMax Midlothian - Now offering Curbside Pickup and Home Delivery,1.8,901 Murray Olds Dr Midlothian,VA,Silver,27,34,Gasoline,15709
2019,BMW,330 i xDrive,BMW Certified,35898,BMW of Fairfax,4.6,8427 Lee Hwy Fairfax,VA,White,25,34,Gasoline,34167
2019,Honda,CR-V EX-L,Used,32999,Heritage Mazda Catonsville,4.7,6616 Baltimore National Pike Catonsville,MD,Obsidian Blue Pearl,27,33,Gasoline,22949
2020,Toyota,Camry XSE,Toyota Certified,31823,South Dade Toyota,4.9,29330 S Dixie Hwy Homestead,FL,Wind Chill Pearl,27,38,Gasoline,17582
2019,Buick,Encore Preferred,Used,24799,CarShop Hatfield,4.7,2801 Bethlehem Pike Hatfield,PA,Ebony,25,30,Gasoline,14346
2016,Nissan,Altima 2.5 S,Used,16800,Faulkner Toyota,4.8,2425 Lincoln Highway Trevose,PA,Gun Metallic,27,39,Gasoline,60852
2019,Honda,CR-V EX-L,Honda Certified,31850,Boch Honda,4.5,279 Boston Providence Hwy Norwood,MA,Dark Olive Metallic,27,33,Gasoline,35315
2019,Nissan,Rogue SL,Used,29998,CarMax Norwood - Now offering Curbside Pickup and Home Delivery,4,1320 Boston-Providence Turnpike Norwood,MA,Silver,26,33,Gasoline,30735
2021,Honda,CR-V EX,Honda Certified,37499,Kelly Honda,4.6,540 Lynnway Lynn,MA,Aegean Blue Metallic,27,32,Gasoline,10717
2022,Honda,Civic Sport,Used,34988,Shottenkirk Honda Davis,3.7,4343 Chiles Rd Davis,CA,Sonic Gray Pearl,30,37,Gasoline,10960
2019,Honda,Civic LX,Honda Certified,25955,AutoNation Honda Roseville,4.7,230 Automall Dr Roseville,CA,Modern Steel Metallic,30,38,Gasoline,32907
2019,Ford,Fiesta SE,Used,16999,Ron Tonkin Chrysler Jeep Dodge Ram Fiat,4.4,16800 SE McLoughlin Blvd Milwaukie,OR,White,27,35,Gasoline,53094
2020,Nissan,Rogue SV,Used,25759,Courtesy Nissan,4.2,1777 N Central Expy Richardson,TX,Gun Metallic,25,32,Gasoline,49658
2019,Toyota,Camry XLE,Used,33900,McCarthy Honda,3.9,7979 Metcalf Ave Overland Park,KS,Ruby Flare Pearl,28,39,Gasoline,10200
2018,Toyota,RAV4 Hybrid XLE,Used,25900,Albo Auto Sales,4.5,505 W Colfax Palatine,IL,White,34,30,Hybrid,58564
2020,Subaru,Outback Limited,Subaru Certified,35514,Muller Subaru Volkswagen,4.5,1350 Park Ave W Highland Park,IL,Magnetite Gray Metallic,26,33,Gasoline,16107
2021,Tesla,Model Y Long Range,Used,72860,Volkswagen of Oak Lawn,4.1,8920 S Cicero Ave Oak Lawn,IL,Gray,131,117,Electric,22166
2021,Chevrolet,Equinox 1LT,Used,31111,Gates of Elkhart,4.7,2405 Cassopolis St Elkhart,IN,Cajun Red Tintcoat,25,30,Gasoline,11232
2021,Honda,CR-V EX,Honda Certified,33980,Honda Mall of Georgia,4.7,3699 Buford Drive Buford,GA,Gray,28,34,Gasoline,13615
2020,Ford,Escape SEL,Used,28853,Moran Chevrolet,4.5,35500 S Gratiot Ave Charter Twp of Clinton,MI,Magnetic,26,31,Gasoline,22555
2022,Hyundai,Tucson SEL,Used,32750,Paramount Ford,4.9,101 Malcolm Blvd. Valdese,NC,Shimmering Silver,26,33,Gasoline,11642
2019,Honda,CR-V EX,Used,29739,EchoPark Automotive Charleston Delivery Center,4.6,ONLINE ONLY Charleston,SC,Platinum White Pearl,27,33,Gasoline,21178
2021,Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,51500,Mercedes-Benz of South Orlando,4.7,4301 Millenia Blvd Orlando,FL,White,25,35,Gasoline,15175
2020,Mazda,CX-5 Sport,Used,27291,Sport Mazda South,4.9,9786 S Orange Blossom Trail Orlando,FL,Jet Black Mica,25,31,Gasoline,14489
2020,Honda,Civic LX,Used,23218,Rick Case Kia,4.3,14500 W Sunrise Blvd Sunrise,FL,Sonic Gray Pearl,30,38,Gasoline,16310
2019,Honda,CR-V EX-L,Honda Certified,32813,Martin Main Line Honda,4.8,123 E Lancaster Ave Ardmore,PA,Basque Red Pearl II,27,33,Gasoline,17875
2019,Honda,CR-V EX,Used,28900,DCH Academy Honda,4.8,1101 U.S. 9 Old Bridge Township,NJ,Modern Steel Metallic,27,33,Gasoline,15209
2019,BMW,330 i xDrive,Used,35495,BMW of Bloomfield,4.2,425 Bloomfield Ave Bloomfield,NJ,Jet Black,25,34,Gasoline,30623
2019,Nissan,Rogue SL,Nissan Certified,27999,Boch Nissan,4.2,525 Boston Providence Hwy Norwood,MA,White,25,32,Gasoline,30672
2020,Honda,Civic LX,Honda Certified,24798,Parkway Honda of Boston,4.6,1575 VFW Parkway Boston,MA,Red,30,38,Gasoline,10498
2019,BMW,330 i xDrive,BMW Certified,38998,Herb Chambers BMW MINI of Boston,4.7,1168 Commonwealth Ave Boston,MA,Glacier Silver,25,34,Gasoline,24310
2020,Honda,CR-V EX-L,Used,33455,AutoNation Honda Roseville,4.7,230 Automall Dr Roseville,CA,Gray,28,34,Gasoline,22544
2021,Chevrolet,Trailblazer LT,Used,29905,AutoNation Honda Roseville,4.7,230 Automall Dr Roseville,CA,Midnight Blue Metallic,26,30,Gasoline,17347
2019,Tesla,Model 3 Standard Range Plus,Used,45992,AutoNation Toyota Tempe,4.6,7970 S Autoplex Loop Tempe,AZ,Black,140,124,Electric,59745
2021,Tesla,Model Y Long Range,Used,74698,Jaguar Land Rover Flatirons,4.8,11420 Via Varra Broomfield,CO,Pearl White Multi,131,117,Electric,33805
2019,Honda,CR-V EX,Used,30474,Emich Volkswagen,4.7,350 S Sante Fe Dr Denver,CO,White,27,33,Gasoline,49699
2014,Mazda,Mazda6 i Grand Touring,Used,17983,Lee Johnson Chevrolet Mazda KIA,4.7,11845 Northeast 85th Street Kirkland,WA,Meteor Gray Mica,26,38,Gasoline,60653
2019,Chevrolet,Trax LT,Used,20000,Five Star Ford,4.9,6618 NE Loop 820 North Richland Hills,TX,Summit White,26,31,Gasoline,50200
2019,Buick,Encore Preferred,Used,23533,AutoNation Chrysler Dodge Jeep Ram North Richland Hills,3.9,7740 NE Loop 820 Fort Worth,TX,Coppertino Metallic,25,30,Gasoline,18945
2020,Chevrolet,Trax LT,Used,24500,Patriot Chevrolet Buick GMC,4.4,4401 Fort Campbell Blvd Hopkinsville,KY,Mosaic Black Metallic,26,31,Gasoline,18636
2019,Chevrolet,Cruze LT,Used,18700,Everett Chevrolet Buick GMC Cadillac,4.8,161 US Hwy 70 SE Hickory,NC,Pepperdust Metallic,28,38,Gasoline,69199
2020,Hyundai,Elantra SEL,Used,21095,Fitzgerald Hyundai Clearwater,4.9,27419 US Highway 19N Clearwater,FL,Scarlet Red Pearl,30,40,Gasoline,42859
2014,Nissan,Juke SV,Used,13499,Brandon Honda,4.9,9209 E Adamo Dr Tampa,FL,Brilliant Silver,27,32,Gasoline,85022
2021,Mercedes-Benz,GLA 250 Base,Mercedes-Benz Certified,49007,Mercedes-Benz of South Orlando,4.7,4301 Millenia Blvd Orlando,FL,Denim,25,34,Gasoline,12929
2020,Mazda,CX-5 Touring,Used,24595,NEXCAR,1.6,2980 W Oakland Park Blvd Oakland Park,FL,Jet Black Mica,25,31,Gasoline,61941
2021,Toyota,Camry XSE,Used,39998,CarMax Miami (International Mall) - Now offering Curbside Pickup and Home Delivery,2.4,1300 NW 98th Ct Doral,FL,White,27,38,Gasoline,12782
2019,Honda,CR-V EX,Used,31980,Key Hyundai of Manchester,4.8,21 Hartford Tpke Vernon,CT,Black,27,33,Gasoline,14090
2019,Subaru,Forester Premium,Used,28900,Milford Subaru,4.7,544 Nashua St Milford,NH,Dark Gray Metallic,26,33,Gasoline,22824
2019,Honda,CR-V EX-L,Used,35998,CarMax Westborough - Now offering Curbside Pickup and Home Delivery,4,170 Turnpike Rd Westborough,MA,White,27,33,Gasoline,14520
2020,Nissan,Rogue SV,Used,24861,Hertz Car Sales Lynn,4.8,592-596 Lynnway Lynn,MA,Brilliant Silver,25,32,Gasoline,49771
2019,Subaru,Crosstrek 2.0i Premium,Used,27698,Car Pros Honda El Monte,4.5,3464 Peck Rd El Monte,CA,Dark Gray Metallic,27,33,Gasoline,36427
2021,Tesla,Model 3 Performance,Used,67450,Shift Bay Area,3.5,2000 Maritime St #100 Oakland,CA,Silver,118,107,Gasoline,3716
2019,BMW,330 i,BMW Certified,34999,BMW of San Francisco,4.4,1675 Howard St San Francisco,CA,Jet Black,26,36,Gasoline,32155
2020,Toyota,RAV4 XLE,Toyota Certified,35952,AutoNation Toyota Tempe,4.6,7970 S Autoplex Loop Tempe,AZ,Magnetic Gray Metallic,28,35,Gasoline,10742
2019,Subaru,Forester Limited,Subaru Certified,34991,Wilsonville Subaru,4.9,9200 SW Bailey St Wilsonville,OR,Ice Silver Metallic,26,33,Gasoline,21932
2020,Chevrolet,Equinox Premier w/1LZ,Used,29494,Vandergriff Chevrolet,4.8,1200 W Interstate 20 P.O. Box 180189 Arlington,TX,Cajun Red Tintcoat,26,31,Gasoline,32426
2019,Honda,HR-V EX,Used,26995,Luther Brookdale Honda,4.6,6800 Brooklyn Blvd Minneapolis,MN,Midnight Amethyst Metallic,26,31,Gasoline,16718
2019,Nissan,Rogue Sport SV,Nissan Certified,29945,Price Leblanc Nissan,4.8,14295 Airline Hwy Gonzales,LA,Gun Metallic,25,32,Gasoline,13808
2021,Honda,HR-V EX,Honda Certified,27594,Zeigler Honda of Racine,4.6,1701 SE Frontage Rd Mt Pleasent,WI,Midnight,26,31,Gasoline,15905
2021,Toyota,RAV4 LE,Used,33194,AutoNation Toyota Thornton Road,4.5,1000 Blairs Bridge Rd Lithia Springs,GA,Ruby Flare Pearl,27,35,Gasoline,24430
2019,Honda,CR-V EX,Honda Certified,29386,Germain Honda of Dublin,4.8,6715 Sawmill Rd Dublin,OH,Modern Steel Metallic,27,33,Gasoline,21340
2020,Toyota,Camry SE,Used,29138,Metro Lexus,4.9,13600 Brookpark Rd Cleveland,OH,Midnight Black Metallic,28,39,Gasoline,34631
2019,Buick,Encore Preferred,Used,22500,Spitzer Chevrolet Lordstown,4.8,10535 Mahoning Ave North Jackson,OH,Satin Steel Metallic,25,30,Gasoline,23894
2019,Subaru,Crosstrek 2.0i Premium,Subaru Certified,26500,Subaru of South Hills,4.7,3260 Washington Rd. McMurray,PA,Dark Gray Metallic,27,33,Gasoline,34832
2021,Toyota,Corolla LE,Used,19981,Peterson Chrysler Jeep Dodge,1.8,4395 Fayetteville Rd Lumberton,NC,Blizzard Pearl,30,38,Gasoline,47427
2020,Toyota,RAV4 LE,Used,31998,CarMax Midlothian - Now offering Curbside Pickup and Home Delivery,1.8,901 Murray Olds Dr Midlothian,VA,White,27,35,Gasoline,13775
2019,Toyota,C-HR XLE,Used,24750,Holman Honda of Ft. Lauderdale,4.7,12 E Sunrise Blvd Fort Lauderdale,FL,Ruby Flare Pearl,27,31,Gasoline,25798
2015,Volkswagen,Jetta 1.8T SE,Used,13895,RideSmart Auto,4.8,2051 Horseshoe Pike Honey Brook,PA,Silk Blue,25,37,Gasoline,95043
2019,Nissan,Altima 2.5 SL,Used,24890,CARSIRI QUEENS,1,74-38 Queens Boulevard Queens,NY,Pearl White Tricoat,26,36,Gasoline,14090
2019,BMW,330 i xDrive,Used,36450,Atlantic Chevrolet Cadillac,4.7,1356 Sunrise Hwy Bay Shore,NY,Jet Black,25,34,Gasoline,14955
2018,Toyota,C-HR XLE Premium,Toyota Certified,24995,AutoNation Toyota Las Vegas,4.6,6300 W Sahara Ave Las Vegas,NV,Ruby Flare Pearl,27,31,Gasoline,49098
2020,Tesla,Model Y Long Range,Used,69333,Airpark Dodge Chrysler Jeep RAM,4.3,7801 E Frank Lloyd Wright Blvd Scottsdale,AZ,White,127,114,Electric,27249
2019,Subaru,Forester Touring,Used,35995,Peterson Auto Group,4.7,9101 W Fairview Ave Boise,ID,Crystal Black Silica,26,33,Gasoline,34851
2021,Toyota,Corolla LE,Toyota Certified,26891,Cavender Toyota,4.6,5730 NW Loop 410 San Antonio,TX,CELESTITE,30,38,Gasoline,23023
2019,Toyota,RAV4 Limited,Used,37525,Ewing Subaru of Plano,4.9,1555 Dallas Parkway Plano,TX,Magnetic Gray Metallic,26,35,Gasoline,21599
2021,Toyota,Camry XSE,Used,39979,Plaza BMW,4.2,11858 Olive Blvd Creve Coeur,MO,Wind Chill Pearl,25,34,Gasoline,12659
2019,Toyota,RAV4 XLE,Toyota Certified,32847,Toyota of Brookfield,4.7,20655 W Capitol Dr Brookfield,WI,Magnetic Gray Metallic,25,33,Gasoline,15489
2012,Toyota,Camry SE,Used,20991,Bredemann Toyota/Scion,4.9,1301 W Dempster St. Park Ridge,IL,Blizzard Pearl,25,35,Gasoline,49362
2021,Toyota,RAV4 XLE,Used,36998,CarMax Huntsville - Now offering Curbside Pickup,1.9,6364 University Dr NW Huntsville,AL,White,28,35,Gasoline,14394
2018,Hyundai,Tucson Value,Used,24289,Ricart Used Car Factory,4.7,4255 S Hamilton Rd Groveport,OH,Aqua Blue,25,30,Gasoline,47875
2018,Subaru,Forester 2.5i Touring,Used,26687,Ken Ganley Subaru North Olmsted,4.8,25730 Lorain Road North Olmsted,OH,Crystal White Pearl,26,32,Gasoline,92180
2019,Mazda,CX-5 Grand Touring,Used,27339,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Deep Crystal Blue Mica,25,31,Gasoline,49124
2021,Toyota,RAV4 LE,Toyota Certified,29562,Toyota of Tampa Bay on Fletcher,4.8,1101 E Fletcher Ave Tampa,FL,Ruby Flare Pearl,27,35,Gasoline,10953
2020,Ford,Escape SEL,Ford Certified,27780,Gary Yeomans Ford Palm Bay,4.6,1202 Malabar Rd SE Palm Bay,FL,Magnetic Metallic,27,33,Gasoline,12343
2019,Subaru,Crosstrek 2.0i Limited,Used,29366,Honda of Chantilly,4.6,4175 Stonecroft Blvd Chantilly,VA,Venetian Red Pearl,27,33,Gasoline,46599
2019,Honda,Civic Sport,Used,Not Priced,Sterling Motorsport,3.6,9 Douglas Ct #101 Sterling,VA,White Orchid Pearl,30,36,Gasoline,30509
2020,Hyundai,Kona SE,Used,18991,Car Factory Outlet,4,709 NW 42nd Ave Miami,FL,Chalk White,27,33,Gasoline,49512
2020,Honda,Civic LX,Used,25975,Ardmore Toyota,4.8,219 Lancaster Ave Ardmore,PA,Platinum White Pearl,30,38,Gasoline,12527
2021,Toyota,Corolla LE,Toyota Certified,28383,One Toyota Of Oakland,4.8,8181 Oakport St Oakland,CA,CELESTITE,30,38,Gasoline,22484
2016,Subaru,Crosstrek 2.0i Premium,Used,21900,Thornhill Motor Company,2.9,4116 Hodgkins Rd Lake Worth,TX,Crystal Black Silica,26,34,Gasoline,31788
2020,Chevrolet,Trax LS,Used,23025,Classic Chrysler Dodge Jeep Ram Fiat,4.4,1111 I-20 Frontage Rd Arlington,TX,Silver Ice Metallic,26,31,Gasoline,18915
2020,Buick,Encore Preferred,Buick Certified,23900,Covert Buick GMC Austin,4.7,11750 Research Blvd Austin,TX,Ebony Twilight Metallic,25,30,Gasoline,34201
2021,Kia,Forte LXS,Used,22398,Clay Cooley Chrysler Dodge Jeep,4.1,1261 E Airport Fwy Irving,TX,Clear White,29,40,Gasoline,32599
2018,Honda,Civic EX,Used,27687,Luther Bloomington Hyundai,4.7,4801 American Blvd W Bloomington,MN,Crystal Black Pearl,31,40,Gasoline,32125
2020,Honda,Civic LX,Used,25671,Andy Mohr Honda,4.5,1441 Liberty Dr Bloomington,IN,Platinum White Pearl,30,38,Gasoline,32758
2021,Honda,CR-V EX-L,Honda Certified,36713,Don Ayres Honda,4.9,4740 Lima Rd Fort Wayne,IN,Gray,27,32,Gasoline,13024
2019,Ford,EcoSport SE,Used,20302,Serra Ford Farmington Hills,4.8,39300 West 10 Mile Road Farmington Hills,MI,Canyon Ridge,27,29,Gasoline,12092
2019,Buick,Encore Preferred,Buick Certified,22675,Suburban Buick GMC of Troy,4.7,1850 W. Maple Rd. Troy,MI,Satin Steel Gray Metallic,25,30,Gasoline,19525
2019,Honda,CR-V EX-L,Used,29838,Ken Ganley Toyota Akron,4.8,1395 E Market St Akron,OH,Basque Red Pearl II,27,33,Gasoline,40895
2021,Toyota,RAV4 LE,Used,32459,Toyota of Rock Hill,4.5,640 Galleria Blvd Rock Hill,SC,Silver Sky Metallic,27,35,Gasoline,13768
2022,Honda,Civic LX,Used,28998,CarMax Orlando - Now offering Curbside Pickup and Home Delivery,2.2,6375 S Semoran Blvd Orlando,FL,White,31,40,Gasoline,11888
2021,Subaru,Outback Premium,Used,34003,Lehman Subaru,4.5,21300 Northwest 2nd Avenue Miami,FL,Crystal Black Silica,26,33,Gasoline,2000
2020,Honda,HR-V LX,Used,25990,Causeway Ford Lincoln,4.8,375 Route 72 W Manahawkin,NJ,–,27,31,Gasoline,20488
2019,BMW,330 i xDrive,Used,35999,Jack Daniels Porsche,4.8,335 Route 17 South Upper Saddle River,NJ,Jet Black,25,34,Gasoline,22985
2019,Subaru,Forester Premium,Used,28764,Off Lease Auto Mall,4,2 Keller Street Manchester,NH,Dark Gray Metallic,26,33,Gasoline,37645
2020,Hyundai,Elantra SEL,Used,18882,Empire Pre-Owned Superstore,4,2153 G.A.R. Highway Swansea,MA,Quartz White Pearl,30,40,Gasoline,61192
2019,Honda,CR-V EX-L,Used,28998,AutoNation Honda Valencia,4.7,23551 Magic Mountain Pkwy Santa Clarita,CA,Gray,28,34,Gasoline,19486
2018,Honda,Civic LX,Used,23995,Lithia Toyota of Redding,4.8,250 E Cypress Ave Redding,CA,Silver,31,40,Gasoline,16340
2019,Subaru,Outback 2.5i Limited,Used,27985,AutoNation Subaru West,4.7,16351 W Colfax Ave Golden,CO,Magnetite Gray Metallic,25,32,Gasoline,67025
2017,Volkswagen,Jetta 1.4T S,Used,18465,AutoNation Audi Volkswagen Spokane,4.6,10006 E Sprague Ave Spokane Valley,WA,White Silver Metallic,28,38,Gasoline,43469
2018,Mazda,Mazda3 Sport,Used,21488,Carter Acura,4.1,21515 Hwy 99 Lynnwood,WA,Soul Red Metallic,28,37,Gasoline,47623
2021,Tesla,Model Y Long Range,Used,73950,Austin e Autos,4.9,501 Louis Henna Blvd Round Rock,TX,Black,131,117,Electric,23679
2022,Tesla,Model S Plaid,Used,137998,CarMax Austin North - Now offering Curbside Pickup and Home Delivery,1.3,13300 N Interstate Hwy 35 Austin,TX,Red Multi,119,112,Electric,2512
2019,Buick,Encore Preferred,Buick Certified,25300,Carlisle Chevrolet Buick GMC,3.2,1701 US-287 Bypass Waxahachie,TX,Deep,25,30,Gasoline,11311
2021,Toyota,RAV4 LE,Used,34295,Landers Toyota,4.8,10825 Colonel Glenn Road Little Rock,AR,Super White,27,35,Gasoline,23565
2020,Honda,CR-V LX,Used,29699,Walser Toyota,4.6,4401 American Blvd W Minneapolis,MN,Black,27,32,Gasoline,33263
2019,Subaru,Outback 2.5i Limited,Subaru Certified,34989,Luther Bloomington Subaru,4.7,7801 Lyndale Ave S Bloomington,MN,Cinnamon Brown Pearl,25,32,Gasoline,18906
2020,Toyota,Camry LE,Used,28589,EchoPark Automotive Huntsville Delivery Center,5,ONLINE ONLY Huntsville,AL,Celestial Silver Metallic,28,39,Gasoline,18271
2018,Honda,Accord EX-L,Used,21844,John Thornton Buick GMC,4.7,1492 U.S. 27 Carrollton,GA,Crystal Black Pearl,30,38,Gasoline,159943
2013,Hyundai,Elantra GLS,Used,9992,Southtowne Hyundai Of Newnan,4.8,800 Highway 34 E Newnan,GA,Atlantic Blue,28,38,Gasoline,142189
2019,Toyota,Corolla LE,Used,19002,Hertz Car Sales Orlando,4.5,6060 S Semoran Blvd Orlando,FL,Silver,28,36,Gasoline,49651
2019,Nissan,Rogue SL,Used,31500,Faulkner Nissan of Harrisburg,4.4,3925 Paxton St Harrisburg,PA,Magnetic Black,25,32,Gasoline,41315
2019,Honda,CR-V EX,Used,29495,Lamacchia Honda,3.9,932 W Genesee St Syracuse,NY,Dark Olive Metallic,27,33,Gasoline,37246
2019,Nissan,Rogue S,Used,24194,Planet Honda,4.6,2285 US-22 Union,NJ,Magnetic Black,25,32,Gasoline,19847
2020,Toyota,Corolla LE,Used,23500,Romeo Toyota of Glens Falls,4.5,169 Broad St,Glens,Barcelona Red Metallic,30,38,Gasoline,31425
2019,Honda,CR-V EX-L,Honda Certified,32494,Honda of Watertown,4.7,816 Straits Tpke Watertown,CT,Platinum White Pearl,27,33,Gasoline,58819
2019,Mazda,Mazda3 FWD w/Preferred Package,Used,23993,Spreen Mazda,4.6,25140 Redlands Blvd Loma Linda,CA,Machine Gray Metallic,26,35,Gasoline,38446
2019,Toyota,RAV4 LE,Toyota Certified,25999,Right Toyota,4.6,7701 E. Frank Lloyd Wright Blvd. Scottsdale,AZ,Magnetic Gray Metallic,26,35,Gasoline,23513
2019,Ford,Fiesta SE,Used,17995,Power Ford Lincoln,4.2,1107 N Coast Hwy Newport,OR,Gray,27,35,Gasoline,35783
2020,Chevrolet,Equinox Premier w/1LZ,Chevrolet Certified,27994,Vandergriff Chevrolet,4.8,1200 W Interstate 20 P.O. Box 180189 Arlington,TX,Summit White,26,31,Gasoline,30477
2020,Nissan,Rogue SL,Nissan Certified,27374,Crest Nissan,4.6,6600 State Hwy 121 Frisco,TX,Caspian Blue Metallic,26,33,Gasoline,48406
2020,Chevrolet,Malibu LT,Used,23529,Friendly Chevrolet,4.3,2754 N Stemmons Fwy Dallas,TX,Stone Gray Metallic,29,36,Gasoline,45414
2020,Toyota,Camry XSE,Used,34989,Wood Motor Company,4.4,600 US-62 Harrison,AR,Midnight Black Metallic,27,38,Gasoline,35245
